Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1760990118,180,GET,/api/customer/owners/2,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,3.0162999755702913,3.0162999755702913,3.0162999755702913,3.0162999755702913,149.0
1760990118,180,GET,/api/customer/owners/21,0.000000,0.000000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10557.917900005123,10557.917900005123,10557.917900005123,10557.917900005123,150.0
1760990118,180,GET,/api/customer/owners/22,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,2,3.040600015083328,5280.378250012291,3.040600015083328,10557.715900009498,150.0
1760990118,180,GET,/api/customer/owners/23,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10555.567700008396,10555.567700008396,10555.567700008396,10555.567700008396,150.0
1760990118,180,GET,/api/customer/owners/24,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,3,5278.565300002811,2.7458000113256276,10554.384799994295,150.0
1760990118,180,GET,/api/customer/owners/25,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.094699997222,10554.094699997222,10554.094699997222,10554.094699997222,150.0
1760990118,180,GET,/api/customer/owners/26,0.200000,0.200000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,3,3,10556.19599999045,7037.027966657964,2.8888999950140715,10556.19599999045,150.0
1760990118,180,GET,/api/customer/owners/27,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,3,5278.579149991856,2.901999978348613,10554.256300005363,150.0
1760990118,180,GET,/api/customer/owners/28,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,3,3,10555.119500000728,7036.976566674032,4.2975000105798244,10555.119500000728,150.0
1760990118,180,GET,/api/customer/owners/31,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,6,5279.940950000309,5.703000002540648,10554.178899998078,150.0
1760990118,180,GET,/api/customer/owners/32,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.903799992054701,2.903799992054701,2.903799992054701,2.903799992054701,150.0
1760990118,180,GET,/api/customer/owners/34,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,10557.865100010531,10557.865100010531,10557.865100010531,10557.865100010531,150.0
1760990118,180,GET,/api/customer/owners/35,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,10558.711399993626,10558.711399993626,10558.711399993626,10558.711399993626,150.0
1760990118,180,GET,/api/customer/owners/37,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,3.036100009921938,3.036100009921938,3.036100009921938,3.036100009921938,150.0
1760990118,180,GET,/api/customer/owners/38,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,3.348300000652671,3.348300000652671,3.348300000652671,3.348300000652671,150.0
1760990118,180,GET,/api/customer/owners/39,0.200000,0.200000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,3,3,10553.983099991456,7035.29293332637,2.9272999963723123,10553.983099991456,150.0
1760990118,180,GET,/api/customer/owners/4,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,7.90279998909682,7.90279998909682,7.90279998909682,7.90279998909682,149.0
1760990118,180,GET,/api/customer/owners/41,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10554.145999980392,10554.145999980392,10554.145999980392,10554.145999980392,150.0
1760990118,180,GET,/api/customer/owners/43,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.8086999955121428,2.8086999955121428,2.8086999955121428,2.8086999955121428,150.0
1760990118,180,GET,/api/customer/owners/49,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,2.819700021063909,2.819700021063909,2.819700021063909,2.819700021063909,150.0
1760990118,180,GET,/api/customer/owners/5,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10565.70720000309,10561.385449997033,10557.063699990977,10565.70720000309,149.0
1760990118,180,GET,/api/customer/owners/50,0.200000,0.200000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,2,2,10547.674600005848,10547.641099998145,10547.607599990442,10547.674600005848,150.0
1760990118,180,GET,/api/customer/owners/9,0.100000,0.100000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,1,1,10550.078200001735,10550.078200001735,10550.078200001735,10550.078200001735,149.0
1760990118,180,GET,/api/vet/vets,2.800000,0.000000,8,9,10,11,12,13,15,15,15,15,15,60,11,9,8.683430000868006,2.0056999928783625,25.177699979394674,558.95
1760990118,180,,Aggregated,6.500000,3.700000,11,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,177,128,10,4059.634587005646,1.955999992787838,10568.39190001483,277.8361581920904
1760990119,190,GET,/api/customer/owners,2.100000,2.100000,9,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,92,92,10,4592.559492390137,1.955999992787838,10568.39190001483,147.0
1760990119,190,POST,/api/customer/owners,0.800000,0.800000,10,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,23,23,10566.768499993486,5509.996300000121,2.090099995257333,10566.768499993486,54.0
1760990119,190,GET,/api/customer/owners/10,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,1,9.618000010959804,9.618000010959804,9.618000010959804,9.618000010959804,150.0
